soc_code,vector_type,vector_json
15-1299.08,riasec,"{""ria_A"":0.26857142857142857,""ria_C"":0.8228571428571428,""ria_E"":0.43285714285714283,""ria_I"":0.78,""ria_R"":0.5857142857142856,""ria_S"":0.3}"
15-1299.09,riasec,"{""ria_A"":0.25285714285714284,""ria_C"":0.7585714285714286,""ria_E"":0.8442857142857143,""ria_I"":0.5528571428571428,""ria_R"":0.24714285714285714,""ria_S"":0.3814285714285714}"
15-2011.00,riasec,"{""ria_A"":0.16142857142857142,""ria_C"":0.8985714285714286,""ria_E"":0.4757142857142857,""ria_I"":0.6357142857142858,""ria_R"":0.2542857142857143,""ria_S"":0.35571428571428576}"
15-2021.00,riasec,"{""ria_A"":0.4614285714285714,""ria_C"":0.7185714285714286,""ria_E"":0.15857142857142859,""ria_I"":1,""ria_R"":0.46,""ria_S"":0.2785714285714286}"
15-2031.00,riasec,"{""ria_A"":0.31142857142857144,""ria_C"":0.8228571428571428,""ria_E"":0.44857142857142857,""ria_I"":0.8942857142857142,""ria_R"":0.2714285714285714,""ria_S"":0.2885714285714286}"
15-2041.00,riasec,"{""ria_A"":0.25285714285714284,""ria_C"":0.8614285714285714,""ria_E"":0.26,""ria_I"":0.9400000000000001,""ria_R"":0.3057142857142857,""ria_S"":0.24428571428571427}"
15-2041.01,riasec,"{""ria_A"":0.39999999999999997,""ria_C"":0.6285714285714287,""ria_E"":0.28285714285714286,""ria_I"":1,""ria_R"":0.34714285714285714,""ria_S"":0.4442857142857143}"
15-2051.00,riasec,"{""ria_A"":0.37285714285714283,""ria_C"":0.7699999999999999,""ria_E"":0.24428571428571427,""ria_I"":0.9971428571428572,""ria_R"":0.31,""ria_S"":0.23714285714285713}"
15-2051.01,riasec,"{""ria_A"":0.2757142857142857,""ria_C"":0.8271428571428572,""ria_E"":0.6314285714285715,""ria_I"":0.7728571428571429,""ria_R"":0.17714285714285713,""ria_S"":0.2642857142857143}"
15-2051.02,riasec,"{""ria_A"":0.18142857142857144,""ria_C"":0.9400000000000001,""ria_E"":0.4714285714285714,""ria_I"":0.8085714285714286,""ria_R"":0.17857142857142858,""ria_S"":0.40285714285714286}"
15-2099.01,riasec,"{""ria_A"":0.22571428571428573,""ria_C"":0.8628571428571429,""ria_E"":0.14285714285714285,""ria_I"":0.9171428571428571,""ria_R"":0.5442857142857143,""ria_S"":0.2414285714285714}"
17-1011.00,riasec,"{""ria_A"":0.59,""ria_C"":0.6342857142857143,""ria_E"":0.5214285714285715,""ria_I"":0.5542857142857143,""ria_R"":0.7028571428571428,""ria_S"":0.3614285714285714}"
17-1012.00,riasec,"{""ria_A"":0.6685714285714285,""ria_C"":0.5285714285714286,""ria_E"":0.5214285714285715,""ria_I"":0.6757142857142858,""ria_R"":0.7742857142857142,""ria_S"":0.3814285714285714}"
17-1021.00,riasec,"{""ria_A"":0.5071428571428571,""ria_C"":0.7628571428571428,""ria_E"":0.23428571428571426,""ria_I"":0.74,""ria_R"":0.66,""ria_S"":0.2542857142857143}"
17-1022.00,riasec,"{""ria_A"":0.3028571428571429,""ria_C"":0.7557142857142857,""ria_E"":0.26857142857142857,""ria_I"":0.6757142857142858,""ria_R"":0.75,""ria_S"":0.23285714285714285}"
17-1022.01,riasec,"{""ria_A"":0.22,""ria_C"":0.7557142857142857,""ria_E"":0.23,""ria_I"":0.7714285714285715,""ria_R"":0.7857142857142857,""ria_S"":0.24857142857142858}"
17-2011.00,riasec,"{""ria_A"":0.33571428571428574,""ria_C"":0.6342857142857143,""ria_E"":0.36,""ria_I"":0.8642857142857142,""ria_R"":0.8071428571428572,""ria_S"":0.17857142857142858}"
17-2021.00,riasec,"{""ria_A"":0.31285714285714283,""ria_C"":0.5385714285714286,""ria_E"":0.33,""ria_I"":0.8985714285714286,""ria_R"":0.9500000000000001,""ria_S"":0.24714285714285714}"
17-2031.00,riasec,"{""ria_A"":0.30142857142857143,""ria_C"":0.64,""ria_E"":0.26285714285714284,""ria_I"":0.9642857142857143,""ria_R"":0.7771428571428572,""ria_S"":0.35000000000000003}"
17-2041.00,riasec,"{""ria_A"":0.2571428571428572,""ria_C"":0.6485714285714286,""ria_E"":0.2642857142857143,""ria_I"":0.8214285714285714,""ria_R"":0.8957142857142857,""ria_S"":0.1457142857142857}"
17-2051.00,riasec,"{""ria_A"":0.3157142857142857,""ria_C"":0.6585714285714286,""ria_E"":0.38,""ria_I"":0.7357142857142858,""ria_R"":0.9185714285714285,""ria_S"":0.2414285714285714}"
17-2051.01,riasec,"{""ria_A"":0.30428571428571427,""ria_C"":0.63,""ria_E"":0.4414285714285714,""ria_I"":0.7257142857142858,""ria_R"":0.7671428571428571,""ria_S"":0.2814285714285714}"
17-2051.02,riasec,"{""ria_A"":0.2642857142857143,""ria_C"":0.6471428571428571,""ria_E"":0.41428571428571426,""ria_I"":0.7642857142857142,""ria_R"":0.8028571428571428,""ria_S"":0.25142857142857145}"
17-2061.00,riasec,"{""ria_A"":0.26142857142857145,""ria_C"":0.7671428571428571,""ria_E"":0.28285714285714286,""ria_I"":0.7942857142857143,""ria_R"":0.812857142857143,""ria_S"":0.26}"
17-2071.00,riasec,"{""ria_A"":0.3028571428571429,""ria_C"":0.6328571428571428,""ria_E"":0.3485714285714286,""ria_I"":0.7785714285714286,""ria_R"":0.86,""ria_S"":0.24571428571428572}"
17-2072.00,riasec,"{""ria_A"":0.29,""ria_C"":0.6685714285714285,""ria_E"":0.23142857142857146,""ria_I"":0.83,""ria_R"":0.8914285714285715,""ria_S"":0.22714285714285715}"
17-2072.01,riasec,"{""ria_A"":0.20142857142857143,""ria_C"":0.7585714285714286,""ria_E"":0.22285714285714286,""ria_I"":0.6928571428571428,""ria_R"":0.7257142857142858,""ria_S"":0.22}"
17-2081.00,riasec,"{""ria_A"":0.27999999999999997,""ria_C"":0.6557142857142857,""ria_E"":0.45285714285714285,""ria_I"":0.8714285714285713,""ria_R"":0.7385714285714285,""ria_S"":0.31714285714285717}"
17-2111.00,riasec,"{""ria_A"":0.14857142857142858,""ria_C"":0.6685714285714285,""ria_E"":0.3242857142857143,""ria_I"":0.8042857142857143,""ria_R"":0.7657142857142858,""ria_S"":0.31}"
17-2111.02,riasec,"{""ria_A"":0.21,""ria_C"":0.6385714285714286,""ria_E"":0.39999999999999997,""ria_I"":0.7414285714285714,""ria_R"":0.9042857142857142,""ria_S"":0.4057142857142857}"
17-2112.00,riasec,"{""ria_A"":0.22571428571428573,""ria_C"":0.7642857142857142,""ria_E"":0.47000000000000003,""ria_I"":0.7128571428571429,""ria_R"":0.7085714285714285,""ria_S"":0.19571428571428573}"
17-2112.01,riasec,"{""ria_A"":0.37857142857142856,""ria_C"":0.6285714285714287,""ria_E"":0.37,""ria_I"":0.8871428571428571,""ria_R"":0.6485714285714286,""ria_S"":0.3071428571428571}"
17-2112.02,riasec,"{""ria_A"":0.21142857142857144,""ria_C"":0.7242857142857143,""ria_E"":0.2885714285714286,""ria_I"":0.7942857142857143,""ria_R"":0.6928571428571428,""ria_S"":0.20428571428571426}"
17-2112.03,riasec,"{""ria_A"":0.31714285714285717,""ria_C"":0.63,""ria_E"":0.4414285714285714,""ria_I"":0.6471428571428571,""ria_R"":0.7528571428571428,""ria_S"":0.2285714285714286}"
17-2121.00,riasec,"{""ria_A"":0.3742857142857143,""ria_C"":0.6157142857142857,""ria_E"":0.4657142857142857,""ria_I"":0.8157142857142857,""ria_R"":0.8200000000000001,""ria_S"":0.18142857142857144}"
17-2131.00,riasec,"{""ria_A"":0.3628571428571429,""ria_C"":0.5871428571428572,""ria_E"":0.2942857142857143,""ria_I"":0.8314285714285715,""ria_R"":0.84,""ria_S"":0.19714285714285712}"
17-2141.00,riasec,"{""ria_A"":0.2885714285714286,""ria_C"":0.6900000000000001,""ria_E"":0.2814285714285714,""ria_I"":0.7314285714285714,""ria_R"":0.9128571428571428,""ria_S"":0.1742857142857143}"
17-2141.01,riasec,"{""ria_A"":0.26142857142857145,""ria_C"":0.58,""ria_E"":0.35857142857142854,""ria_I"":0.7671428571428571,""ria_R"":0.79,""ria_S"":0.2057142857142857}"
17-2141.02,riasec,"{""ria_A"":0.36428571428571427,""ria_C"":0.58,""ria_E"":0.30428571428571427,""ria_I"":0.8099999999999999,""ria_R"":0.8814285714285715,""ria_S"":0.19571428571428573}"
17-2151.00,riasec,"{""ria_A"":0.22142857142857145,""ria_C"":0.6628571428571428,""ria_E"":0.39285714285714285,""ria_I"":0.7971428571428572,""ria_R"":0.8685714285714285,""ria_S"":0.26285714285714284}"
17-2161.00,riasec,"{""ria_A"":0.2928571428571428,""ria_C"":0.64,""ria_E"":0.3614285714285714,""ria_I"":0.92,""ria_R"":0.7028571428571428,""ria_S"":0.26999999999999996}"
17-2171.00,riasec,"{""ria_A"":0.2742857142857143,""ria_C"":0.6171428571428572,""ria_E"":0.4342857142857143,""ria_I"":0.7614285714285715,""ria_R"":0.7671428571428571,""ria_S"":0.2542857142857143}"
17-2199.03,riasec,"{""ria_A"":0.29,""ria_C"":0.6285714285714287,""ria_E"":0.4414285714285714,""ria_I"":0.67,""ria_R"":0.7428571428571429,""ria_S"":0.32}"
17-2199.05,riasec,"{""ria_A"":0.34714285714285714,""ria_C"":0.6914285714285714,""ria_E"":0.24571428571428572,""ria_I"":0.7928571428571428,""ria_R"":0.8114285714285714,""ria_S"":0.22571428571428573}"
17-2199.06,riasec,"{""ria_A"":0.2757142857142857,""ria_C"":0.7014285714285714,""ria_E"":0.19999999999999998,""ria_I"":0.8842857142857143,""ria_R"":0.7828571428571429,""ria_S"":0.22142857142857145}"
17-2199.07,riasec,"{""ria_A"":0.39999999999999997,""ria_C"":0.5657142857142857,""ria_E"":0.24285714285714285,""ria_I"":0.84,""ria_R"":0.8428571428571429,""ria_S"":0.19857142857142857}"
17-2199.08,riasec,"{""ria_A"":0.2557142857142857,""ria_C"":0.64,""ria_E"":0.2557142857142857,""ria_I"":0.8014285714285715,""ria_R"":0.8828571428571428,""ria_S"":0.21285714285714286}"
17-2199.09,riasec,"{""ria_A"":0.33714285714285713,""ria_C"":0.5771428571428572,""ria_E"":0.3671428571428571,""ria_I"":0.8714285714285713,""ria_R"":0.7585714285714286,""ria_S"":0.21}"
17-2199.10,riasec,"{""ria_A"":0.31714285714285717,""ria_C"":0.5885714285714286,""ria_E"":0.44571428571428573,""ria_I"":0.6485714285714286,""ria_R"":0.8428571428571429,""ria_S"":0.20428571428571426}"
17-2199.11,riasec,"{""ria_A"":0.30142857142857143,""ria_C"":0.5657142857142857,""ria_E"":0.43571428571428567,""ria_I"":0.7171428571428571,""ria_R"":0.8528571428571429,""ria_S"":0.2714285714285714}"
17-3011.00,riasec,"{""ria_A"":0.64,""ria_C"":0.6985714285714285,""ria_E"":0.21857142857142858,""ria_I"":0.6042857142857143,""ria_R"":0.7914285714285715,""ria_S"":0.22142857142857145}"
17-3012.00,riasec,"{""ria_A"":0.43714285714285717,""ria_C"":0.79,""ria_E"":0.2714285714285714,""ria_I"":0.49142857142857144,""ria_R"":0.8028571428571428,""ria_S"":0.18857142857142858}"
17-3013.00,riasec,"{""ria_A"":0.5171428571428571,""ria_C"":0.6928571428571428,""ria_E"":0.1942857142857143,""ria_I"":0.5414285714285715,""ria_R"":0.8514285714285714,""ria_S"":0.17285714285714285}"
17-3021.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.7585714285714286,""ria_E"":0.2057142857142857,""ria_I"":0.7300000000000001,""ria_R"":0.9242857142857143,""ria_S"":0.14285714285714285}"
17-3022.00,riasec,"{""ria_A"":0.4114285714285714,""ria_C"":0.7528571428571428,""ria_E"":0.2857142857142857,""ria_I"":0.7671428571428571,""ria_R"":0.8214285714285714,""ria_S"":0.22142857142857145}"
17-3023.00,riasec,"{""ria_A"":0.25142857142857145,""ria_C"":0.7142857142857143,""ria_E"":0.18714285714285714,""ria_I"":0.7428571428571429,""ria_R"":0.8942857142857142,""ria_S"":0.2542857142857143}"
17-3024.00,riasec,"{""ria_A"":0.19714285714285712,""ria_C"":0.6542857142857142,""ria_E"":0.14285714285714285,""ria_I"":0.6257142857142857,""ria_R"":1,""ria_S"":0.14285714285714285}"
17-3024.01,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6671428571428571,""ria_E"":0.19571428571428573,""ria_I"":0.5542857142857143,""ria_R"":0.9914285714285714,""ria_S"":0.16142857142857142}"
17-3025.00,riasec,"{""ria_A"":0.24714285714285714,""ria_C"":0.6857142857142857,""ria_E"":0.18857142857142858,""ria_I"":0.8428571428571429,""ria_R"":0.8971428571428571,""ria_S"":0.20857142857142857}"
17-3026.00,riasec,"{""ria_A"":0.1742857142857143,""ria_C"":0.7428571428571429,""ria_E"":0.33,""ria_I"":0.7328571428571429,""ria_R"":0.7628571428571428,""ria_S"":0.2057142857142857}"
17-3026.01,riasec,"{""ria_A"":0.22142857142857145,""ria_C"":0.6900000000000001,""ria_E"":0.2871428571428571,""ria_I"":0.7114285714285715,""ria_R"":0.88,""ria_S"":0.15}"
17-3027.00,riasec,"{""ria_A"":0.31285714285714283,""ria_C"":0.6799999999999999,""ria_E"":0.1542857142857143,""ria_I"":0.7671428571428571,""ria_R"":0.8942857142857142,""ria_S"":0.16999999999999998}"
17-3027.01,riasec,"{""ria_A"":0.20142857142857143,""ria_C"":0.6357142857142858,""ria_E"":0.17857142857142858,""ria_I"":0.7671428571428571,""ria_R"":1,""ria_S"":0.14285714285714285}"
17-3028.00,riasec,"{""ria_A"":0.16,""ria_C"":0.7985714285714286,""ria_E"":0.14285714285714285,""ria_I"":0.59,""ria_R"":0.9,""ria_S"":0.22285714285714286}"
17-3029.01,riasec,"{""ria_A"":0.19142857142857145,""ria_C"":0.6514285714285714,""ria_E"":0.14285714285714285,""ria_I"":0.71,""ria_R"":0.9157142857142857,""ria_S"":0.19999999999999998}"
17-3029.08,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.78,""ria_E"":0.14285714285714285,""ria_I"":0.5971428571428571,""ria_R"":1,""ria_S"":0.14285714285714285}"
17-3031.00,riasec,"{""ria_A"":0.27285714285714285,""ria_C"":0.8042857142857143,""ria_E"":0.14285714285714285,""ria_I"":0.5757142857142857,""ria_R"":0.8485714285714286,""ria_S"":0.14285714285714285}"
19-1011.00,riasec,"{""ria_A"":0.27999999999999997,""ria_C"":0.48,""ria_E"":0.34285714285714286,""ria_I"":0.99,""ria_R"":0.7485714285714286,""ria_S"":0.2814285714285714}"
19-1012.00,riasec,"{""ria_A"":0.35000000000000003,""ria_C"":0.5642857142857143,""ria_E"":0.3685714285714286,""ria_I"":0.8157142857142857,""ria_R"":0.7214285714285714,""ria_S"":0.3085714285714286}"
19-1013.00,riasec,"{""ria_A"":0.30142857142857143,""ria_C"":0.48714285714285716,""ria_E"":0.24428571428571427,""ria_I"":0.9585714285714285,""ria_R"":0.9185714285714285,""ria_S"":0.23857142857142857}"
19-1021.00,riasec,"{""ria_A"":0.37285714285714283,""ria_C"":0.52,""ria_E"":0.26142857142857145,""ria_I"":1,""ria_R"":0.7300000000000001,""ria_S"":0.3071428571428571}"
19-1022.00,riasec,"{""ria_A"":0.2742857142857143,""ria_C"":0.55,""ria_E"":0.15285714285714286,""ria_I"":1,""ria_R"":0.7557142857142857,""ria_S"":0.28285714285714286}"
19-1023.00,riasec,"{""ria_A"":0.33,""ria_C"":0.5285714285714286,""ria_E"":0.33285714285714285,""ria_I"":0.9985714285714286,""ria_R"":0.7757142857142857,""ria_S"":0.36428571428571427}"
19-1029.01,riasec,"{""ria_A"":0.35857142857142854,""ria_C"":0.72,""ria_E"":0.18,""ria_I"":1,""ria_R"":0.5442857142857143,""ria_S"":0.23428571428571426}"
19-1029.02,riasec,"{""ria_A"":0.2785714285714286,""ria_C"":0.7285714285714285,""ria_E"":0.3685714285714286,""ria_I"":0.9514285714285714,""ria_R"":0.7185714285714286,""ria_S"":0.3242857142857143}"
19-1029.03,riasec,"{""ria_A"":0.42142857142857143,""ria_C"":0.6828571428571429,""ria_E"":0.23,""ria_I"":1,""ria_R"":0.5785714285714285,""ria_S"":0.41571428571428576}"
19-1029.04,riasec,"{""ria_A"":0.34285714285714286,""ria_C"":0.6357142857142858,""ria_E"":0.39428571428571424,""ria_I"":1,""ria_R"":0.5871428571428572,""ria_S"":0.3742857142857143}"
19-1031.00,riasec,"{""ria_A"":0.2814285714285714,""ria_C"":0.5685714285714286,""ria_E"":0.45142857142857146,""ria_I"":0.8142857142857143,""ria_R"":0.7357142857142858,""ria_S"":0.41000000000000003}"
19-1031.02,riasec,"{""ria_A"":0.21,""ria_C"":0.5257142857142857,""ria_E"":0.6271428571428571,""ria_I"":0.7171428571428571,""ria_R"":0.8228571428571428,""ria_S"":0.3457142857142857}"
19-1031.03,riasec,"{""ria_A"":0.5342857142857144,""ria_C"":0.49000000000000005,""ria_E"":0.4942857142857143,""ria_I"":0.6057142857142858,""ria_R"":0.6257142857142857,""ria_S"":0.6957142857142857}"
19-1032.00,riasec,"{""ria_A"":0.17857142857142858,""ria_C"":0.6271428571428571,""ria_E"":0.5399999999999999,""ria_I"":0.64,""ria_R"":0.76,""ria_S"":0.32857142857142857}"
19-1041.00,riasec,"{""ria_A"":0.31285714285714283,""ria_C"":0.5185714285714286,""ria_E"":0.3385714285714286,""ria_I"":1,""ria_R"":0.40285714285714286,""ria_S"":0.5871428571428572}"
19-1042.00,riasec,"{""ria_A"":0.3457142857142857,""ria_C"":0.5285714285714286,""ria_E"":0.31714285714285717,""ria_I"":1,""ria_R"":0.61,""ria_S"":0.47000000000000003}"
19-2011.00,riasec,"{""ria_A"":0.4685714285714285,""ria_C"":0.5771428571428572,""ria_E"":0.2671428571428572,""ria_I"":1,""ria_R"":0.7242857142857143,""ria_S"":0.3871428571428571}"
19-2012.00,riasec,"{""ria_A"":0.39285714285714285,""ria_C"":0.6857142857142857,""ria_E"":0.25285714285714284,""ria_I"":1,""ria_R"":0.7057142857142857,""ria_S"":0.3028571428571429}"
19-2021.00,riasec,"{""ria_A"":0.3885714285714286,""ria_C"":0.6357142857142858,""ria_E"":0.3828571428571429,""ria_I"":0.8942857142857142,""ria_R"":0.6814285714285714,""ria_S"":0.35571428571428576}"
19-2031.00,riasec,"{""ria_A"":0.21714285714285714,""ria_C"":0.687142857142857,""ria_E"":0.2285714285714286,""ria_I"":0.9585714285714285,""ria_R"":0.8099999999999999,""ria_S"":0.16285714285714284}"
19-2032.00,riasec,"{""ria_A"":0.31,""ria_C"":0.5928571428571429,""ria_E"":0.26571428571428574,""ria_I"":0.9414285714285714,""ria_R"":0.8314285714285715,""ria_S"":0.19857142857142857}"
19-2041.00,riasec,"{""ria_A"":0.2671428571428572,""ria_C"":0.6171428571428572,""ria_E"":0.3657142857142857,""ria_I"":1,""ria_R"":0.6799999999999999,""ria_S"":0.39285714285714285}"
19-2041.01,riasec,"{""ria_A"":0.4442857142857143,""ria_C"":0.58,""ria_E"":0.67,""ria_I"":0.9614285714285715,""ria_R"":0.19571428571428573,""ria_S"":0.45285714285714285}"
19-2041.02,riasec,"{""ria_A"":0.32,""ria_C"":0.59,""ria_E"":0.5185714285714286,""ria_I"":0.8928571428571429,""ria_R"":0.7585714285714286,""ria_S"":0.3028571428571429}"
19-2041.03,riasec,"{""ria_A"":0.3057142857142857,""ria_C"":0.5685714285714286,""ria_E"":0.4342857142857143,""ria_I"":1,""ria_R"":0.66,""ria_S"":0.2785714285714286}"
19-2042.00,riasec,"{""ria_A"":0.3885714285714286,""ria_C"":0.5942857142857143,""ria_E"":0.2357142857142857,""ria_I"":1,""ria_R"":0.7985714285714286,""ria_S"":0.32}"
19-2043.00,riasec,"{""ria_A"":0.23285714285714285,""ria_C"":0.6157142857142857,""ria_E"":0.3271428571428571,""ria_I"":0.9157142857142857,""ria_R"":0.8342857142857143,""ria_S"":0.3057142857142857}"
19-2099.01,riasec,"{""ria_A"":0.2757142857142857,""ria_C"":0.687142857142857,""ria_E"":0.2057142857142857,""ria_I"":0.87,""ria_R"":0.6942857142857143,""ria_S"":0.18142857142857144}"
19-3011.00,riasec,"{""ria_A"":0.34714285714285714,""ria_C"":0.6471428571428571,""ria_E"":0.5614285714285715,""ria_I"":1,""ria_R"":0.19285714285714287,""ria_S"":0.34285714285714286}"
19-3011.01,riasec,"{""ria_A"":0.3614285714285714,""ria_C"":0.5828571428571429,""ria_E"":0.5871428571428572,""ria_I"":1,""ria_R"":0.39142857142857146,""ria_S"":0.3257142857142857}"
19-3022.00,riasec,"{""ria_A"":0.33,""ria_C"":0.75,""ria_E"":0.43142857142857144,""ria_I"":0.8728571428571429,""ria_R"":0.24,""ria_S"":0.33428571428571424}"
19-3032.00,riasec,"{""ria_A"":0.4471428571428571,""ria_C"":0.6114285714285714,""ria_E"":0.6728571428571428,""ria_I"":0.7628571428571428,""ria_R"":0.15,""ria_S"":0.5700000000000001}"
19-3033.00,riasec,"{""ria_A"":0.43714285714285717,""ria_C"":0.4985714285714286,""ria_E"":0.37857142857142856,""ria_I"":0.7971428571428572,""ria_R"":0.15,""ria_S"":0.9385714285714286}"
19-3034.00,riasec,"{""ria_A"":0.47285714285714286,""ria_C"":0.5728571428571428,""ria_E"":0.40285714285714286,""ria_I"":0.7142857142857143,""ria_R"":0.14285714285714285,""ria_S"":0.9671428571428571}"
19-3039.02,riasec,"{""ria_A"":0.4685714285714285,""ria_C"":0.47428571428571425,""ria_E"":0.2414285714285714,""ria_I"":1,""ria_R"":0.3757142857142857,""ria_S"":0.7557142857142857}"
19-3039.03,riasec,"{""ria_A"":0.34285714285714286,""ria_C"":0.4985714285714286,""ria_E"":0.2957142857142857,""ria_I"":1,""ria_R"":0.40285714285714286,""ria_S"":0.812857142857143}"
19-3041.00,riasec,"{""ria_A"":0.5700000000000001,""ria_C"":0.5142857142857143,""ria_E"":0.44,""ria_I"":0.9285714285714286,""ria_R"":0.22285714285714286,""ria_S"":0.6228571428571429}"
19-3051.00,riasec,"{""ria_A"":0.43714285714285717,""ria_C"":0.5657142857142857,""ria_E"":0.6371428571428571,""ria_I"":0.7585714285714286,""ria_R"":0.46,""ria_S"":0.43285714285714283}"
19-3091.00,riasec,"{""ria_A"":0.6014285714285714,""ria_C"":0.4557142857142857,""ria_E"":0.23285714285714285,""ria_I"":0.9771428571428571,""ria_R"":0.5700000000000001,""ria_S"":0.5242857142857142}"
19-3092.00,riasec,"{""ria_A"":0.5271428571428571,""ria_C"":0.5271428571428571,""ria_E"":0.3,""ria_I"":0.9628571428571429,""ria_R"":0.7300000000000001,""ria_S"":0.3885714285714286}"
19-3093.00,riasec,"{""ria_A"":0.5285714285714286,""ria_C"":0.6957142857142857,""ria_E"":0.33571428571428574,""ria_I"":0.76,""ria_R"":0.34142857142857147,""ria_S"":0.46}"
19-3094.00,riasec,"{""ria_A"":0.5528571428571428,""ria_C"":0.5028571428571429,""ria_E"":0.5157142857142857,""ria_I"":0.9585714285714285,""ria_R"":0.14285714285714285,""ria_S"":0.48857142857142855}"
19-3099.01,riasec,"{""ria_A"":0.2871428571428571,""ria_C"":0.6957142857142857,""ria_E"":0.44857142857142857,""ria_I"":0.7999999999999999,""ria_R"":0.5128571428571428,""ria_S"":0.25142857142857145}"
19-4012.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6085714285714285,""ria_E"":0.2842857142857143,""ria_I"":0.6528571428571429,""ria_R"":0.9742857142857143,""ria_S"":0.20857142857142857}"
19-4012.01,riasec,"{""ria_A"":0.1757142857142857,""ria_C"":0.7071428571428572,""ria_E"":0.30142857142857143,""ria_I"":0.7714285714285715,""ria_R"":0.9228571428571428,""ria_S"":0.19857142857142857}"
