soc_code,occupation_title,element_name,holland_code,scale_id,data_value
33-1011.00,First-Line Supervisors of Correctional Officers,Artistic,A,OI,1
33-1011.00,First-Line Supervisors of Correctional Officers,Social,S,OI,4.54
33-1011.00,First-Line Supervisors of Correctional Officers,Enterprising,E,OI,6.32
33-1011.00,First-Line Supervisors of Correctional Officers,Conventional,C,OI,5.06
33-1012.00,First-Line Supervisors of Police and Detectives,Realistic,R,OI,3.45
33-1012.00,First-Line Supervisors of Police and Detectives,Investigative,I,OI,2.34
33-1012.00,First-Line Supervisors of Police and Detectives,Artistic,A,OI,1.01
33-1012.00,First-Line Supervisors of Police and Detectives,Social,S,OI,3.78
33-1012.00,First-Line Supervisors of Police and Detectives,Enterprising,E,OI,6.88
33-1012.00,First-Line Supervisors of Police and Detectives,Conventional,C,OI,5.09
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Realistic,R,OI,5.14
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Investigative,I,OI,2.26
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Artistic,A,OI,1
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Social,S,OI,3.72
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Enterprising,E,OI,6.15
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Conventional,C,OI,4.66
33-1091.00,First-Line Supervisors of Security Workers,Realistic,R,OI,4.38
33-1091.00,First-Line Supervisors of Security Workers,Investigative,I,OI,1.82
33-1091.00,First-Line Supervisors of Security Workers,Artistic,A,OI,1
33-1091.00,First-Line Supervisors of Security Workers,Social,S,OI,3.57
33-1091.00,First-Line Supervisors of Security Workers,Enterprising,E,OI,5.95
33-1091.00,First-Line Supervisors of Security Workers,Conventional,C,OI,5.1
33-2011.00,Firefighters,Realistic,R,OI,6.49
33-2011.00,Firefighters,Investigative,I,OI,2.92
33-2011.00,Firefighters,Artistic,A,OI,1.31
33-2011.00,Firefighters,Social,S,OI,3.39
33-2011.00,Firefighters,Enterprising,E,OI,3.01
33-2011.00,Firefighters,Conventional,C,OI,3.47
33-2021.00,Fire Inspectors and Investigators,Realistic,R,OI,5.49
33-2021.00,Fire Inspectors and Investigators,Investigative,I,OI,4.33
33-2021.00,Fire Inspectors and Investigators,Artistic,A,OI,1.02
33-2021.00,Fire Inspectors and Investigators,Social,S,OI,2.59
33-2021.00,Fire Inspectors and Investigators,Enterprising,E,OI,3.32
33-2021.00,Fire Inspectors and Investigators,Conventional,C,OI,5.18
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Realistic,R,OI,6.35
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Investigative,I,OI,3.56
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Artistic,A,OI,1.11
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Social,S,OI,3.18
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Enterprising,E,OI,3.41
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Conventional,C,OI,4.57
33-3011.00,Bailiffs,Realistic,R,OI,4.79
33-3011.00,Bailiffs,Investigative,I,OI,2.16
33-3011.00,Bailiffs,Artistic,A,OI,1
33-3011.00,Bailiffs,Social,S,OI,3.28
33-3011.00,Bailiffs,Enterprising,E,OI,4
33-3011.00,Bailiffs,Conventional,C,OI,4.48
33-3012.00,Correctional Officers and Jailers,Realistic,R,OI,5.33
33-3012.00,Correctional Officers and Jailers,Investigative,I,OI,1.69
33-3012.00,Correctional Officers and Jailers,Artistic,A,OI,1.05
33-3012.00,Correctional Officers and Jailers,Social,S,OI,3.86
33-3012.00,Correctional Officers and Jailers,Enterprising,E,OI,3.16
33-3012.00,Correctional Officers and Jailers,Conventional,C,OI,4.81
33-3021.00,Detectives and Criminal Investigators,Realistic,R,OI,4.18
33-3021.00,Detectives and Criminal Investigators,Investigative,I,OI,4.9
33-3021.00,Detectives and Criminal Investigators,Artistic,A,OI,1.2
33-3021.00,Detectives and Criminal Investigators,Social,S,OI,2.73
33-3021.00,Detectives and Criminal Investigators,Enterprising,E,OI,4.04
33-3021.00,Detectives and Criminal Investigators,Conventional,C,OI,4.83
33-3021.02,Police Identification and Records Officers,Realistic,R,OI,4.83
33-3021.02,Police Identification and Records Officers,Investigative,I,OI,3.68
33-3021.02,Police Identification and Records Officers,Artistic,A,OI,1.58
33-3021.02,Police Identification and Records Officers,Social,S,OI,1.97
33-3021.02,Police Identification and Records Officers,Enterprising,E,OI,2.93
33-3021.02,Police Identification and Records Officers,Conventional,C,OI,5.64
33-3021.06,Intelligence Analysts,Realistic,R,OI,2.33
33-3021.06,Intelligence Analysts,Investigative,I,OI,5.77
33-3021.06,Intelligence Analysts,Artistic,A,OI,2.11
33-3021.06,Intelligence Analysts,Social,S,OI,1.91
33-3021.06,Intelligence Analysts,Enterprising,E,OI,3.84
33-3021.06,Intelligence Analysts,Conventional,C,OI,5.37
33-3031.00,Fish and Game Wardens,Realistic,R,OI,6.4
33-3031.00,Fish and Game Wardens,Investigative,I,OI,3.91
33-3031.00,Fish and Game Wardens,Artistic,A,OI,1
33-3031.00,Fish and Game Wardens,Social,S,OI,2.38
33-3031.00,Fish and Game Wardens,Enterprising,E,OI,3.02
33-3031.00,Fish and Game Wardens,Conventional,C,OI,4.24
33-3041.00,Parking Enforcement Workers,Realistic,R,OI,6.37
33-3041.00,Parking Enforcement Workers,Investigative,I,OI,1.43
33-3041.00,Parking Enforcement Workers,Artistic,A,OI,1
33-3041.00,Parking Enforcement Workers,Social,S,OI,2.61
33-3041.00,Parking Enforcement Workers,Enterprising,E,OI,3.25
33-3041.00,Parking Enforcement Workers,Conventional,C,OI,5.11
33-3051.00,Police and Sheriff's Patrol Officers,Realistic,R,OI,5.36
33-3051.00,Police and Sheriff's Patrol Officers,Investigative,I,OI,2.76
33-3051.00,Police and Sheriff's Patrol Officers,Artistic,A,OI,1.07
33-3051.00,Police and Sheriff's Patrol Officers,Social,S,OI,3.45
33-3051.00,Police and Sheriff's Patrol Officers,Enterprising,E,OI,4.08
33-3051.00,Police and Sheriff's Patrol Officers,Conventional,C,OI,4.35
33-3051.04,Customs and Border Protection Officers,Realistic,R,OI,3.39
33-3051.04,Customs and Border Protection Officers,Investigative,I,OI,2.64
33-3051.04,Customs and Border Protection Officers,Artistic,A,OI,1
33-3051.04,Customs and Border Protection Officers,Social,S,OI,2.6
33-3051.04,Customs and Border Protection Officers,Enterprising,E,OI,4.29
33-3051.04,Customs and Border Protection Officers,Conventional,C,OI,5.27
33-3052.00,Transit and Railroad Police,Realistic,R,OI,6.17
33-3052.00,Transit and Railroad Police,Investigative,I,OI,2.28
33-3052.00,Transit and Railroad Police,Artistic,A,OI,1
33-3052.00,Transit and Railroad Police,Social,S,OI,2.51
33-3052.00,Transit and Railroad Police,Enterprising,E,OI,3.21
33-3052.00,Transit and Railroad Police,Conventional,C,OI,4.94
33-9011.00,Animal Control Workers,Realistic,R,OI,5.93
33-9011.00,Animal Control Workers,Investigative,I,OI,3.59
33-9011.00,Animal Control Workers,Artistic,A,OI,1
33-9011.00,Animal Control Workers,Social,S,OI,2.63
33-9011.00,Animal Control Workers,Enterprising,E,OI,2.17
33-9011.00,Animal Control Workers,Conventional,C,OI,3.89
33-9021.00,Private Detectives and Investigators,Realistic,R,OI,2.39
33-9021.00,Private Detectives and Investigators,Investigative,I,OI,3.9
33-9021.00,Private Detectives and Investigators,Artistic,A,OI,1.42
33-9021.00,Private Detectives and Investigators,Social,S,OI,2.87
33-9021.00,Private Detectives and Investigators,Enterprising,E,OI,4.07
33-9021.00,Private Detectives and Investigators,Conventional,C,OI,5.45
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Realistic,R,OI,4.14
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Investigative,I,OI,2.17
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Artistic,A,OI,1
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Social,S,OI,2.15
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Enterprising,E,OI,4.78
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Conventional,C,OI,5.62
33-9032.00,Security Guards,Realistic,R,OI,6.41
33-9032.00,Security Guards,Investigative,I,OI,2.29
33-9032.00,Security Guards,Artistic,A,OI,1
33-9032.00,Security Guards,Social,S,OI,2.64
33-9032.00,Security Guards,Enterprising,E,OI,2.88
33-9032.00,Security Guards,Conventional,C,OI,4.76
33-9091.00,Crossing Guards and Flaggers,Realistic,R,OI,5.86
33-9091.00,Crossing Guards and Flaggers,Investigative,I,OI,1.65
33-9091.00,Crossing Guards and Flaggers,Artistic,A,OI,1.11
33-9091.00,Crossing Guards and Flaggers,Social,S,OI,3.08
33-9091.00,Crossing Guards and Flaggers,Enterprising,E,OI,3
33-9091.00,Crossing Guards and Flaggers,Conventional,C,OI,3.62
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Realistic,R,OI,6.27
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Investigative,I,OI,2.37
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Artistic,A,OI,1
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Social,S,OI,4.24
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Enterprising,E,OI,2.88
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Conventional,C,OI,3.44
33-9093.00,Transportation Security Screeners,Realistic,R,OI,5.21
33-9093.00,Transportation Security Screeners,Investigative,I,OI,2.01
33-9093.00,Transportation Security Screeners,Artistic,A,OI,1
33-9093.00,Transportation Security Screeners,Social,S,OI,2.45
33-9093.00,Transportation Security Screeners,Enterprising,E,OI,2.61
33-9093.00,Transportation Security Screeners,Conventional,C,OI,5.51
33-9094.00,School Bus Monitors,Realistic,R,OI,3.43
33-9094.00,School Bus Monitors,Investigative,I,OI,1.51
33-9094.00,School Bus Monitors,Artistic,A,OI,1.74
33-9094.00,School Bus Monitors,Social,S,OI,5.25
33-9094.00,School Bus Monitors,Enterprising,E,OI,1.95
33-9094.00,School Bus Monitors,Conventional,C,OI,4.76
33-9099.02,Retail Loss Prevention Specialists,Realistic,R,OI,3.9
33-9099.02,Retail Loss Prevention Specialists,Investigative,I,OI,3.44
33-9099.02,Retail Loss Prevention Specialists,Artistic,A,OI,1
33-9099.02,Retail Loss Prevention Specialists,Social,S,OI,2.71
33-9099.02,Retail Loss Prevention Specialists,Enterprising,E,OI,4.77
33-9099.02,Retail Loss Prevention Specialists,Conventional,C,OI,5.67
35-1011.00,Chefs and Head Cooks,Realistic,R,OI,4.84
35-1011.00,Chefs and Head Cooks,Investigative,I,OI,1.68
35-1011.00,Chefs and Head Cooks,Artistic,A,OI,2.72
35-1011.00,Chefs and Head Cooks,Social,S,OI,2.95
35-1011.00,Chefs and Head Cooks,Enterprising,E,OI,5.13
35-1011.00,Chefs and Head Cooks,Conventional,C,OI,4.35
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Realistic,R,OI,4.6
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Investigative,I,OI,1.38
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Artistic,A,OI,1.25
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Social,S,OI,3.37
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Enterprising,E,OI,6.36
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Conventional,C,OI,4.72
35-2011.00,"Cooks, Fast Food",Realistic,R,OI,6.33
35-2011.00,"Cooks, Fast Food",Investigative,I,OI,1.38
35-2011.00,"Cooks, Fast Food",Artistic,A,OI,1.85
35-2011.00,"Cooks, Fast Food",Social,S,OI,2.42
35-2011.00,"Cooks, Fast Food",Enterprising,E,OI,3.36
35-2011.00,"Cooks, Fast Food",Conventional,C,OI,4.32
35-2012.00,"Cooks, Institution and Cafeteria",Realistic,R,OI,5.9
35-2012.00,"Cooks, Institution and Cafeteria",Investigative,I,OI,1.83
35-2012.00,"Cooks, Institution and Cafeteria",Artistic,A,OI,2.01
35-2012.00,"Cooks, Institution and Cafeteria",Social,S,OI,3.17
35-2012.00,"Cooks, Institution and Cafeteria",Enterprising,E,OI,3.16
35-2012.00,"Cooks, Institution and Cafeteria",Conventional,C,OI,4.35
35-2013.00,"Cooks, Private Household",Realistic,R,OI,4.98
35-2013.00,"Cooks, Private Household",Investigative,I,OI,1.4
35-2013.00,"Cooks, Private Household",Artistic,A,OI,3.77
35-2013.00,"Cooks, Private Household",Social,S,OI,3.78
35-2013.00,"Cooks, Private Household",Enterprising,E,OI,3.55
35-2013.00,"Cooks, Private Household",Conventional,C,OI,3.71
35-2014.00,"Cooks, Restaurant",Realistic,R,OI,5.63
35-2014.00,"Cooks, Restaurant",Investigative,I,OI,1.56
35-2014.00,"Cooks, Restaurant",Artistic,A,OI,2.71
35-2014.00,"Cooks, Restaurant",Social,S,OI,2.88
35-2014.00,"Cooks, Restaurant",Enterprising,E,OI,3.69
35-2014.00,"Cooks, Restaurant",Conventional,C,OI,3.8
35-2015.00,"Cooks, Short Order",Realistic,R,OI,6.13
35-2015.00,"Cooks, Short Order",Investigative,I,OI,1
35-2015.00,"Cooks, Short Order",Artistic,A,OI,2.27
35-2015.00,"Cooks, Short Order",Social,S,OI,3.19
35-2015.00,"Cooks, Short Order",Enterprising,E,OI,3.68
35-2015.00,"Cooks, Short Order",Conventional,C,OI,4.37
35-2021.00,Food Preparation Workers,Realistic,R,OI,6.4
35-2021.00,Food Preparation Workers,Investigative,I,OI,1.35
35-2021.00,Food Preparation Workers,Artistic,A,OI,1.9
35-2021.00,Food Preparation Workers,Social,S,OI,2.71
35-2021.00,Food Preparation Workers,Enterprising,E,OI,2.23
35-2021.00,Food Preparation Workers,Conventional,C,OI,4.18
35-3011.00,Bartenders,Realistic,R,OI,4.65
35-3011.00,Bartenders,Investigative,I,OI,1
35-3011.00,Bartenders,Artistic,A,OI,2.3
35-3011.00,Bartenders,Social,S,OI,3.74
35-3011.00,Bartenders,Enterprising,E,OI,3.85
35-3011.00,Bartenders,Conventional,C,OI,4.53
35-3023.00,Fast Food and Counter Workers,Realistic,R,OI,4.83
35-3023.00,Fast Food and Counter Workers,Investigative,I,OI,1
35-3023.00,Fast Food and Counter Workers,Artistic,A,OI,1.45
35-3023.00,Fast Food and Counter Workers,Social,S,OI,3.48
35-3023.00,Fast Food and Counter Workers,Enterprising,E,OI,3.45
35-3023.00,Fast Food and Counter Workers,Conventional,C,OI,4.96
35-3023.01,Baristas,Realistic,R,OI,5.58
35-3023.01,Baristas,Investigative,I,OI,1.07
35-3023.01,Baristas,Artistic,A,OI,2.63
35-3023.01,Baristas,Social,S,OI,3.7
35-3023.01,Baristas,Enterprising,E,OI,3.24
35-3023.01,Baristas,Conventional,C,OI,3.7
35-3031.00,Waiters and Waitresses,Realistic,R,OI,4.12
35-3031.00,Waiters and Waitresses,Investigative,I,OI,1
35-3031.00,Waiters and Waitresses,Artistic,A,OI,1.84
35-3031.00,Waiters and Waitresses,Social,S,OI,4.72
35-3031.00,Waiters and Waitresses,Enterprising,E,OI,4.06
35-3031.00,Waiters and Waitresses,Conventional,C,OI,4.95
35-3041.00,"Food Servers, Nonrestaurant",Realistic,R,OI,4.84
35-3041.00,"Food Servers, Nonrestaurant",Investigative,I,OI,1.46
35-3041.00,"Food Servers, Nonrestaurant",Artistic,A,OI,2.1
35-3041.00,"Food Servers, Nonrestaurant",Social,S,OI,4.23
35-3041.00,"Food Servers, Nonrestaurant",Enterprising,E,OI,2.85
35-3041.00,"Food Servers, Nonrestaurant",Conventional,C,OI,3.87
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Realistic,R,OI,5.63
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Investigative,I,OI,1
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Artistic,A,OI,1.02
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Social,S,OI,3.66
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Enterprising,E,OI,2.26
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Conventional,C,OI,4.57
35-9021.00,Dishwashers,Realistic,R,OI,7
35-9021.00,Dishwashers,Investigative,I,OI,1
35-9021.00,Dishwashers,Artistic,A,OI,1
35-9021.00,Dishwashers,Social,S,OI,1.83
35-9021.00,Dishwashers,Enterprising,E,OI,1.44
35-9021.00,Dishwashers,Conventional,C,OI,4.45
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Realistic,R,OI,3.19
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Investigative,I,OI,1
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Artistic,A,OI,1.73
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Social,S,OI,5.24
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Enterprising,E,OI,4.44
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Conventional,C,OI,4.09
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Realistic,R,OI,4.14
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Investigative,I,OI,1.38
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Artistic,A,OI,1
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Social,S,OI,3.63
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Enterprising,E,OI,5.7
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Conventional,C,OI,5.35
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Realistic,R,OI,4.55
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Investigative,I,OI,1.77
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Artistic,A,OI,1.03
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Social,S,OI,3.01
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Enterprising,E,OI,6.11
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Conventional,C,OI,5.24
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Realistic,R,OI,6.73
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Investigative,I,OI,1.15
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Artistic,A,OI,1
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Social,S,OI,2.11
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Enterprising,E,OI,1.67
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Conventional,C,OI,4.61
37-2012.00,Maids and Housekeeping Cleaners,Realistic,R,OI,6.08
37-2012.00,Maids and Housekeeping Cleaners,Investigative,I,OI,1
37-2012.00,Maids and Housekeeping Cleaners,Artistic,A,OI,1.39
37-2012.00,Maids and Housekeeping Cleaners,Social,S,OI,2.49
37-2012.00,Maids and Housekeeping Cleaners,Enterprising,E,OI,1.47
37-2012.00,Maids and Housekeeping Cleaners,Conventional,C,OI,4.6
37-2021.00,Pest Control Workers,Realistic,R,OI,6.85
37-2021.00,Pest Control Workers,Investigative,I,OI,2.94
37-2021.00,Pest Control Workers,Artistic,A,OI,1
37-2021.00,Pest Control Workers,Social,S,OI,1.67
37-2021.00,Pest Control Workers,Enterprising,E,OI,2.21
37-2021.00,Pest Control Workers,Conventional,C,OI,4.17
37-3011.00,Landscaping and Groundskeeping Workers,Realistic,R,OI,7
37-3011.00,Landscaping and Groundskeeping Workers,Investigative,I,OI,1.62
37-3011.00,Landscaping and Groundskeeping Workers,Artistic,A,OI,1.9
37-3011.00,Landscaping and Groundskeeping Workers,Social,S,OI,1.45
37-3011.00,Landscaping and Groundskeeping Workers,Enterprising,E,OI,1.81
37-3011.00,Landscaping and Groundskeeping Workers,Conventional,C,OI,3.35
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Realistic,R,OI,6.51
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Investigative,I,OI,2.73
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Artistic,A,OI,1
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Social,S,OI,1.95
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Enterprising,E,OI,1.42
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Conventional,C,OI,3.67
37-3013.00,Tree Trimmers and Pruners,Realistic,R,OI,7
37-3013.00,Tree Trimmers and Pruners,Investigative,I,OI,2.13
37-3013.00,Tree Trimmers and Pruners,Artistic,A,OI,1
37-3013.00,Tree Trimmers and Pruners,Social,S,OI,1.79
37-3013.00,Tree Trimmers and Pruners,Enterprising,E,OI,1.22
37-3013.00,Tree Trimmers and Pruners,Conventional,C,OI,3.09
39-1013.00,First-Line Supervisors of Gambling Services Workers,Realistic,R,OI,3.7
39-1013.00,First-Line Supervisors of Gambling Services Workers,Investigative,I,OI,1
39-1013.00,First-Line Supervisors of Gambling Services Workers,Artistic,A,OI,1
39-1013.00,First-Line Supervisors of Gambling Services Workers,Social,S,OI,3.02
39-1013.00,First-Line Supervisors of Gambling Services Workers,Enterprising,E,OI,5.93
39-1013.00,First-Line Supervisors of Gambling Services Workers,Conventional,C,OI,5.49
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Realistic,R,OI,2.9
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Investigative,I,OI,1.03
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Artistic,A,OI,1.79
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Social,S,OI,4.4
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Enterprising,E,OI,7
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Conventional,C,OI,4.72
39-1022.00,First-Line Supervisors of Personal Service Workers,Realistic,R,OI,3.37
39-1022.00,First-Line Supervisors of Personal Service Workers,Investigative,I,OI,1.1
39-1022.00,First-Line Supervisors of Personal Service Workers,Artistic,A,OI,1.09
39-1022.00,First-Line Supervisors of Personal Service Workers,Social,S,OI,3.98
39-1022.00,First-Line Supervisors of Personal Service Workers,Enterprising,E,OI,6.85
39-1022.00,First-Line Supervisors of Personal Service Workers,Conventional,C,OI,5.11
39-2011.00,Animal Trainers,Realistic,R,OI,6.52
39-2011.00,Animal Trainers,Investigative,I,OI,2.3
39-2011.00,Animal Trainers,Artistic,A,OI,1.76
39-2011.00,Animal Trainers,Social,S,OI,3.61
39-2011.00,Animal Trainers,Enterprising,E,OI,2.08
39-2011.00,Animal Trainers,Conventional,C,OI,2.97
39-2021.00,Animal Caretakers,Realistic,R,OI,6.17
39-2021.00,Animal Caretakers,Investigative,I,OI,2.75
39-2021.00,Animal Caretakers,Artistic,A,OI,1.63
39-2021.00,Animal Caretakers,Social,S,OI,3.75
39-2021.00,Animal Caretakers,Enterprising,E,OI,1.52
39-2021.00,Animal Caretakers,Conventional,C,OI,3.25
39-3011.00,Gambling Dealers,Realistic,R,OI,3.71
39-3011.00,Gambling Dealers,Investigative,I,OI,1
39-3011.00,Gambling Dealers,Artistic,A,OI,1.1
39-3011.00,Gambling Dealers,Social,S,OI,2.16
39-3011.00,Gambling Dealers,Enterprising,E,OI,5.18
39-3011.00,Gambling Dealers,Conventional,C,OI,5.46
39-3012.00,Gambling and Sports Book Writers and Runners,Realistic,R,OI,2.78
39-3012.00,Gambling and Sports Book Writers and Runners,Investigative,I,OI,1
39-3012.00,Gambling and Sports Book Writers and Runners,Artistic,A,OI,1.02
39-3012.00,Gambling and Sports Book Writers and Runners,Social,S,OI,2.92
39-3012.00,Gambling and Sports Book Writers and Runners,Enterprising,E,OI,4.99
39-3012.00,Gambling and Sports Book Writers and Runners,Conventional,C,OI,5.97
39-3021.00,Motion Picture Projectionists,Realistic,R,OI,5.44
39-3021.00,Motion Picture Projectionists,Investigative,I,OI,2.02
39-3021.00,Motion Picture Projectionists,Artistic,A,OI,3.1
39-3021.00,Motion Picture Projectionists,Social,S,OI,2.02
39-3021.00,Motion Picture Projectionists,Enterprising,E,OI,1.99
39-3021.00,Motion Picture Projectionists,Conventional,C,OI,4.39
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Realistic,R,OI,3.21
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Investigative,I,OI,1
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Artistic,A,OI,1.41
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Social,S,OI,4.69
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Enterprising,E,OI,4.19
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Conventional,C,OI,4.75
39-3091.00,Amusement and Recreation Attendants,Realistic,R,OI,4.23
39-3091.00,Amusement and Recreation Attendants,Investigative,I,OI,1
39-3091.00,Amusement and Recreation Attendants,Artistic,A,OI,1.68
39-3091.00,Amusement and Recreation Attendants,Social,S,OI,4.35
39-3091.00,Amusement and Recreation Attendants,Enterprising,E,OI,3.83
39-3091.00,Amusement and Recreation Attendants,Conventional,C,OI,4.72
39-3092.00,Costume Attendants,Realistic,R,OI,3.88
39-3092.00,Costume Attendants,Investigative,I,OI,1
39-3092.00,Costume Attendants,Artistic,A,OI,5.61
39-3092.00,Costume Attendants,Social,S,OI,3.26
39-3092.00,Costume Attendants,Enterprising,E,OI,2.84
39-3092.00,Costume Attendants,Conventional,C,OI,4.27
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Realistic,R,OI,4.16
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Investigative,I,OI,1
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Artistic,A,OI,1.56
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Social,S,OI,4.14
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Enterprising,E,OI,2.49
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Conventional,C,OI,5.59
39-4011.00,Embalmers,Realistic,R,OI,5.84
39-4011.00,Embalmers,Investigative,I,OI,2.57
39-4011.00,Embalmers,Artistic,A,OI,1.61
39-4011.00,Embalmers,Social,S,OI,3.4
39-4011.00,Embalmers,Enterprising,E,OI,2.65
39-4011.00,Embalmers,Conventional,C,OI,3.85
39-4012.00,Crematory Operators,Realistic,R,OI,5.96
39-4012.00,Crematory Operators,Investigative,I,OI,2.11
39-4012.00,Crematory Operators,Artistic,A,OI,1.46
39-4012.00,Crematory Operators,Social,S,OI,2.73
39-4012.00,Crematory Operators,Enterprising,E,OI,1.49
39-4012.00,Crematory Operators,Conventional,C,OI,4.36
39-4021.00,Funeral Attendants,Realistic,R,OI,4.95
39-4021.00,Funeral Attendants,Investigative,I,OI,1.07
39-4021.00,Funeral Attendants,Artistic,A,OI,1.82
39-4021.00,Funeral Attendants,Social,S,OI,3.93
39-4021.00,Funeral Attendants,Enterprising,E,OI,3.67
39-4021.00,Funeral Attendants,Conventional,C,OI,4.34
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Realistic,R,OI,3.55
